Timestamp,Annotator #1 Code,Annotator #2 Code,Story Code,Story Name,Plot Summary (25-50 words),Author Code,Second author code (if applicable),In what order are the investigation and reveal portions provided?,Name of Detective #1,Detective #1 Gender,Detective #1 Role,Name of Detective #2,Detective #2 Gender,Detective #2 Role,"More Than Two Detectives? (If yes, enter total number)",Name of Assistant #1,Assistant #1 Gender,Assistant #1 Role,Name of Assistant #2,Assistant #2 Gender,Assistant #2 Role,"More Than Two Assistants? (If yes, enter total number)",Number of victims of gender Male,Number of victims of gender Female,Number of victims of gender Non-binary,Number of victims of gender Unknown,Number of victims who are corporate entities,Number of culprits of gender Male,Number of culprits of gender Female,Number of culprits of gender Non-binary,Number of culprits of gender Unknown,Are one or more culprits introduced into the story only during the reveal?,The main culprit,Who initiates the detective's investigation?,What is the role of the police force in solving the crime?,The story's main action focuses on a,When do(es) the crime(s)/mystery being investigated occur?,Types of crimes or quasi-crimes present in story,Motives,Means (murder only),Does the story provide sufficient clues in sufficient detail to allow an alert reader to correctly guess the solution before the reveal?,Does the story provide sufficient clues in sufficient detail to allow an alert reader to definitively solve the crime before the reveal?,Did either annotator personally correctly guess the solution to the crime before the reveal?,Types of clues,What is the essential clue in the story (if present)?,Of what type is the essential clue (if present)?,What is the most salient clue in the story (if clues are present)?,Of what type is the most salient clue (if clues are present)?,Describe the main red herring (if present),Of what type is the main red herring (if present)?,Presence of planted or fabricated evidence,Types of evidence made available in the story,Is the crime solved?,"Does the detective pointedly and independently decide NOT to alert the authorities to the facts of the crime, despite the fact that an actionable crime has been committed?",Do you receive a satisfying narrative of account of the crime(s) in all their relevant details and a summary of the process by which the crime(s) are solved?,How satisfying is this story as a piece of detective fiction?,Would you recommend this story to a friend?,"Upload plain text file here, named as [STORY CODE].txt",Crime trajectory,"What is the ""reveal border"" sentence?"
2021-07-16T10:06:36Z,MS,SK,CKS18,The Poisoned Pen,"Murder, past lovers, and strange letters! When Miss Lytton is found dead with an incriminating letter lying on her desk, Professor Kennedy works to discover whether this letter is telling the truth or there’s possibly more to this case at hand.",ABR,NA,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,2,1,,,,2,0,0,0,No,Acts alone,A private client,Police are present and contribute significantly to solving the crime,Crime,Before the investigation,"Murder, Fraud, Forgery","Greed, Jealousy, Pride",Poison,No,No,No,"Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",The telegram from Kerr and Kimmel about who their client is.,Physical clue,The strange colour of Vera Lytton's ink.,Physical clue,"The note from Thurston, asking about headache-medicine.",Physical clue,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,No,https://drive.google.com/open?id=1aG4t5_UOHN_seZ3-0eSKEYZk-m9CSKht,Qrime → same qrime,"""In many respects this is the most remarkable case that it has ever been my lot to handle,"" began Kennedy."
2021-07-16T14:57:23Z,CC,SK,ATT01,The Queensferry Mystery,"After a series of serious burglaries, ranging from missing jewelry to valuable silver being stolen, Detective Tatlock comes to the scene to help Mrs. Bertha Wylie recover her goods. However, twist after turn, we soon find out that things may be a lot more complicated than expected.",JEPM,NA,Standard,Tyler Tatlock,Male,Independent professional (agency),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,,,,1,1,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Theft, Assault, Breaking and entering",Greed,NA,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The interview with Mrs. Wylie,Testimonial clue,Mrs. Wylie’s suspicious behaviour,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,1,No,https://drive.google.com/open?id=1bepIlCMlmvod6FLmhe9WUMEKE6m-z9A3,Qrime → same qrime,That afternoon Tyler Tatlock entered Mr. Scott's office.
2021-07-16T15:01:49Z,CC,SK,ATT02,The Clue of the Silver Jug,"A man is found dead in a field, poisoned by oxalic acid, and after a container of acid is found in his pocket, the death is ruled as a suicide; however, conflicting evidence is brought to light by Tyler Tatlock!",JEPM,NA,Standard,Tyler Tatlock,Male,Independent professional (agency),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,,,1,1,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,Before the investigation,"Murder, Theft, Assault",Greed,Poison,No,No,No,"Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",Mr.Graveling’s check found in the writing desk,Physical clue,The shopkeeper’s suspicious behaviour and insistence on purchasing the silver jug,Testimonial clue,NA,NA,Planted,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1x2If9vwJSrRJxthh68BsG7ZIA58fZO07,No qrime → qrime,The initial point which gave Tatlock his clue was the clean soles of the dead man's boots.
2021-07-16T15:07:31Z,CC,SK,ATT03,Tracing a Traitor,"In a time of high tensions between Russia and Britain, the English government learns that Russia is consistently being informed of their plans and operations and important drawings are found missing. Detective Tatlock appears, looking for this invisible traitor.",JEPM,NA,Standard,Tyler Tatlock,Male,Independent professional (agency),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,,,2,2,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Theft, Fraud",Ideology,NA,Yes,No,Yes,Usable in real time (usable → usable),The relations between Countess X and Trapmore and Petrovitch,Testimonial clue,The envelope left behind,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,https://drive.google.com/open?id=1Ax9hz6n_cV1zyhp7L1Jo8GK7EVc4brr0,Qrime → same qrime,"Well, I believe they are both in Paris,' remarked the lady, with a wave of her white jewelled hand, as if she meant to convey that the discussion was closed, and she dismissed the subject and her unwelcome visitor at the same time."
2021-07-16T15:17:20Z,CC,SK,ATT04,The Big Loan Fraud,"A man is suddenly arrested under a charge of conspiracy, fraud, and forgery after attempting to obtain a loan, which ultimately leads to a trail of criminal pasts, an insane asylum, family tensions, and betrayal!",JEPM,NA,Standard,Tyler Tatlock,Male,Independent professional (agency),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,,,4,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Fraud, Bribery, Forgery",Greed,NA,No,No,No,"Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The agreement document,Physical clue,The family history of Colonel Pritchard,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,1,No,https://drive.google.com/open?id=1tfVdoP6v63YPcXc_BX19fJ_rtBv5jz2o,No qrime → qrime,"I hold a warrant for your arrest on a charge of conspiracy, fraud, and forgery.'"
2021-07-16T15:21:25Z,CC,SK,CKS04,(The Story of) The Deadly Tube,"When a woman undergoing X-ray therapy for her skin dermatitis gets a horrible reaction, she blames her doctor, who’s life is about to fall apart as a result of this news! However, things are not as they seem, as Craig Kennedy soon finds out!",ABR,NA,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,0,1,,,,3,0,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,"Before the investigation, During the investigation",Assault,"Greed, Pride",NA,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The substance found in the room,Physical clue,The suspicious behaviour of Mr. Chase and the lawyers,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,https://drive.google.com/open?id=14ovSRdbvQZGFhzb20Nm1Cy8x1ObgHio6,Qrime → same qrime,That night six men gathered in Kennedy’s laboratory.
2021-07-16T15:27:09Z,CC,SO,CKS35,The Bomb-Maker,"In a city populated by cocaine fiends hunting for the cocaine bug, District Attorney Carton finds himself in his office with a mail bomb. Rather than calling for the bomb squad, Carton calls for the help of Professor Kennedy. Can Kennedy get to the bottom of this case?",ABR,NA,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,2,1,,,,1,1,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Theft, Kidnapping, Trafficking","Greed, Insanity",Poison,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- newly usable clue (illegible → usable)",The workplace where the bomb was made,Physical clue,Lorraine’s testimony about Haddon,Testimonial clue,The testimony about Cocaine Brodie,Testimonial clue,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,https://drive.google.com/open?id=1qWNJHnvO87S8HkH8Y-MUfyOX-IJEEAr8,Qrime → same qrime,CARTON looked at Kennedy in amazement. Haddon was the last person in the world whom he had evidently expected to discover here.
2021-07-16T15:30:39Z,CC,SO,CKS36,The Ghouls,"(Orientalism) Montague Phelps is a rich, newly married gentleman who indulges in various travels. However, his fortune turns when his bank wipes out his fortune. Following this, Phelps enters a coma and dies, after which his grave is robbed. Can Professor Kennedy discover what caused this change of fate?",ABR,NA,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,1,0,,,,2,1,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Suspected murder, Fraud, Blackmail, Mischief, Breaking and entering",Greed,"Poison, Accident",Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The poison test and the X-ray performed on the body,Physical clue,The suspicious behavior of Mrs. Phelps,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,https://drive.google.com/open?id=1Xs38kAXItTxMx4DTrkfLWL3BAT6D0PMP,Qrime → no qrime,"We found Kennedy heating a large mass of some composition of rubber, such as dentists use in taking impressions of the teeth."
2021-07-16T15:34:23Z,CC,SO,CKS39,The Billionaire Baby,"A woman is plagued with dark dreams about her child dying, who has an inheritance that many would die for! Craig Kennedy is put on the case to get to the root of her dark dreams!",ABR,NA,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,0,1,,,,1,1,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Quasi-crime,Before the investigation,"Murder, Fraud, Assault, Kidnapping","Greed, Jealousy, Pride",Poison,Yes,No,No,"Illegible and never usable (illegible → never usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The fingerprints of the child compared to the women,Physical clue,The suspicious behaviour of Veronica,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1u59Q33OKHF0m61nBVH6JV-JIqczlAiKU,No qrime → qrime,"""Doctor Maudsley,"" said Craig, ""I have asked you to call alone because, while I, am on the verge of discovering the truth in an important case affecting Morton Hazleton and his wife, I am frankly perplexed as to how to go ahead."""
2021-07-16T15:38:53Z,CC,SO,CKS40,The Radium Robber,"When radium goes missing from a safe, worth millions of dollars, Craig Kennedy must apply his ‘rad’ skills in order to determine the whereabouts of the chemicals!",ABR,NA,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,1,1,,,,1,0,0,2,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Theft, Fraud, Assault",Greed,NA,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The open safe,Physical clue,The radioscopes lack of readings,Testimonial clue,The bandages on Henry and his recent bout of cancer,Physical clue,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1VGLe3w8SLjySVPU7cHx8cstHQvmQbf3j,Qrime → different qrime,"I did so, found the switch, and turned on the lights. It was Denison himself!"
2021-07-16T15:43:59Z,CC,SO,CKS41,The Eugenic Bride,"(Eugenics) A man’s wife-to-be seems to be getting ill, and it is thought to be a result of her bad genetics. His family is largely involved in eugenics and wants him to marry the best person possible for him. Will these gene-crossed lovers find true happiness and live happily ever after?",ABR,NA,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,0,1,,,,1,1,0,0,No,Acts mostly alone with some assistance,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Assault",Greed,NA,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The voice matching technology,Physical clue,The poisoning of Edith (i.e. sudden illness due to ‘bad genetics’),Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1TikXH0hPx6vS9te83NTM7nLRxWT1yKRo,No qrime → qrime,"WE arrived almost as the clock was striking, Kennedy carrying the phonograph record and another blank record, and a boy tugging along the machine itself."
2021-07-19T13:19:07Z,WW,JM,CKS25,The Kleptomaniac,"During holiday season, a spree of shoplifting has the high-end department stores of New York at their wit’s end. One of the suspects implicated in the thefts is Mrs. William Willoughby, a woman of unassailable wealth and reputation.",ABR,NA,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,0,0,,,,0,2,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Theft, Forgery","Greed, Crime-for-crime's-sake, Insanity",NA,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The theft captured on camera by Craig Kennedy,Physical clue,The phone call between the two ladies,Physical clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,https://drive.google.com/open?id=1T7lAfVCEtbEji4jqF1UcZmvlEwr0D0wn,Qrime → same qrime,"Kennedy leaped directly into the middle of things with his characteristic ardor. ""You recall,"" he began, ""that no one seemed to know just who took the jewels in both the cases you first reported? 'Seeing is believing,' is an old saying, but in the face of such reports as you detectives gathered it is in a fair way to lose its force. And you were not at fault, either, for modern psychology is proving by experiments that people do not see even a fraction of the things they confidently believe they see."
2021-07-19T13:30:20Z,WW,JM,CKS26,The Opium Joint,"Former actress Bertha Curtis is found dead in the harbour with a bullet in her calf. While some police officers suspect suicide, Curtis had been known to frequent the crime square of Chinatown, and her death might have something to do with disturbing developments in New York’s opium trade.",ABR,NA,Standard,Craig Kennedy,Male,Independent amateur,NA,NA,NA,NA,Walter Jameson,Male,Independent amateur,NA,NA,NA,NA,2,1,,,,2,0,0,0,No,Acts mostly alone with some assistance,The police,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Assault, Trafficking",Greed,"Poison, Firearm, Asphyxiation",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The bullets' identifying markings,Physical clue,The victim being engaged to Chin Jung,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,https://drive.google.com/open?id=1SGDw-5hEbLW2AsIIde1XxSihwGaQDnFM,Qrime → same qrime,"""Real tong leader,"" added Craig, ""and the murderer of the white girl to whom he was engaged. This is the goggled chauffeur of the red car that met the smuggling boat, and in which Bertha Curtis rode, unsuspecting, to her death."""
