Describe the main red herring (if present),How satisfying is this story as a piece of detective fiction?,Plot Summary (25-50 words),Assistant #1 Role,Of what type is the essential clue (if present)?,Story Code,Presence of planted or fabricated evidence,When do(es) the crime(s)/mystery being investigated occur?,In what order are the investigation and reveal portions provided?,"More Than Two Assistants? (If yes, enter total number)","What is the ""reveal border"" sentence?",Are one or more culprits introduced into the story only during the reveal?,Of what type is the main red herring (if present)?,Name of Detective #2,Types of evidence made available in the story,"More Than Two Detectives? (If yes, enter total number)",Detective #1 Role,Of what type is the most salient clue (if clues are present)?,Would you recommend this story to a friend?,Annotator #1 Code,Number of culprits of gender Unknown,Types of crimes or quasi-crimes present in story,Does the story provide sufficient clues in sufficient detail to allow an alert reader to correctly guess the solution before the reveal?,Annotator #2 Code,Did either annotator personally correctly guess the solution to the crime before the reveal?,Name of Assistant #1,Assistant #2 Role,Number of culprits of gender Non-binary,Types of clues,Number of culprits of gender Female,Name of Assistant #2,Author Code,Story Name,Detective #2 Gender,What is the essential clue in the story (if present)?,Number of culprits of gender Male,The main culprit,Number of victims of gender Female,Detective #1 Gender,"Does the detective pointedly and independently decide NOT to alert the authorities to the facts of the crime, despite the fact that an actionable crime has been committed?",Do you receive a satisfying narrative of account of the crime(s) in all their relevant details and a summary of the process by which the crime(s) are solved?,Is the crime solved?,Who initiates the detective's investigation?,What is the role of the police force in solving the crime?,Second author code (if applicable),Means (murder only),What is the most salient clue in the story (if clues are present)?,Does the story provide sufficient clues in sufficient detail to allow an alert reader to definitively solve the crime before the reveal?,Crime trajectory,Assistant #2 Gender,Motives,Detective #2 Role,Number of victims of gender Male,Assistant #1 Gender,The story's main action focuses on a,Name of Detective #1,Date of First Publication (YYYY-MM-DD),Format of First Publication (Journal or Book),Name of Journal or Title of Book,Surname(s),Given Name(s),Sex,publication_year,crime_trajectory
NA,2,"Late one night when a burglar combs through the belongings of a wealthy man in search of something important, he is startled by a ghost… with a GUN. The Thinking Machine is called to solve this seemingly supernatural mystery and get to the bottom of 19th century property wars.",Independent amateur,Testimonial clue,PVDS26,NA,Before the investigation,Standard,NA,"""Ruby Reagan,"" repeated the scientist thoughtfully. ""Oh, yes. He's asleep in the next room there.""",Yes,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,No,SO,0,"Theft, Fraud, Bribery, Assault",No,MAL,No,Hutchinson Hatch,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",1,NA,JF,The Problem of the Ghost Woman,NA,The ghost's connection with the Pendexter case,1,Acts mostly alone with some assistance,0,Male,Yes,Yes,Yes,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",NA,NA,There was more money in the safe after it was broken into -> not after money,No,Qrime → different qrime,NA,"Greed, Love, Pride",NA,2,Male,Crime,Augustus S.F.X. Van Dusen,1907-05-26 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,Qrime_to_different_qrime
NA,3,"In an early case of corporate espionage and stock manipulation, the financer J. Morgan Grayson has his financial plans known by the public before he can unload his stocks. Who could be responsible for this criminal ""business""?",Independent amateur,Physical clue,PVDS27,NA,"Before the investigation, During the investigation",Standard,NA,"""Positively I am getting stupid!"" he grumbled half aloud. ""Of course! Of course!",Yes,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,No,SO,0,Theft,Yes,MAL,No,Hutchinson Hatch,NA,0,"Illegible and never usable (illegible → never usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",2,NA,JF,The Silver Box,NA,The secretary's typing style,0,Acts together with one or more equal partners,0,Male,Yes,Yes,Yes,A private client,Police are not present,NA,NA,The suspicious silver box,No,Qrime → same qrime,NA,Greed,NA,1,Male,Quasi-crime,Augustus S.F.X. Van Dusen,1907-06-09 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,Qrime_to_same_qrime
NA,2,"The Thinking Machine was found senseless on the floor. And after coming to, he conjectures that master forger Philip Gilfoil has escaped from prison. Has the thinking machine finally become senile? Or is Philip Gilfoil really on the run?",NA,Physical clue,PVDS28,NA,"Before the investigation, During the investigation",Other,NA,"""Here's your man, Philip Gilfoil,"" said The Thinking Machine tersely.",Yes,NA,Hutchinson Hatch,"Testimonial evidence, Physical evidence",NA,Independent amateur,Testimonial clue,No,SO,0,"Fraud, Assault",No,MAL,No,NA,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",0,NA,JF,The Problem of Convict No. 97,Male,The shoe size,2,Acts mostly alone with some assistance,0,Male,Yes,Yes,Yes,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",NA,NA,Radical change in prisoner's behaviour,No,Qrime → same qrime,NA,"Revenge, Love, Pride",Independent amateur,3,NA,Crime,Augustus S.F.X. Van Dusen,1907-06-23 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,Qrime_to_same_qrime
NA,2,"After a frightful late-night phone call, The Thinking Machine fears the worst for the stranger who called him. But when he traces the call, he’s led to a grand conspiracy involving double-crossings, revolvers and coal bins.",NA,Physical clue,PVDS29,NA,"Before the investigation, During the investigation",Standard,NA,"The Thinking Machine told his story in detail, incident by incident, from the moment of the telephone call until the trap door closed behind him and he found himself in the vault of a bank.",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,No,SO,0,"Suspected murder, Theft, Assault, Kidnapping",No,MAL,No,NA,NA,0,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",0,NA,JF,The Problem of the Deserted House,NA,The underground tunnel system beneath the house,3,Acts together with one or more equal partners,0,Male,Yes,Yes,Yes,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",NA,NA,Unused state of telephone 4117,No,Qrime → different qrime,NA,"Greed, Love, Duress",NA,2,NA,Crime,Augustus S.F.X. Van Dusen,1907-07-07 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,Qrime_to_different_qrime
Mr. Barrow's 'handwriting' in the box of roses,1,A woman is found dead with her dog (also dead) holding a red rose. What could have killed them both? And who?,Independent amateur,Testimonial clue,PVDS30,Fabricated,Before the investigation,Standard,NA,"""Come at once and bring the medical examiner to the Craddock apartments!"" commanded the irritable voice of the little scientist.",Yes,Physical clue,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Testimonial clue,No,SO,0,"Murder, Blackmail, Forgery",No,MAL,No,Hutchinson Hatch,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",1,NA,JF,Problem of the Red Rose,NA,Mr. Burrock's relation to Signorina di Peculini,0,Acts alone,2,Male,No,Yes,Yes,The assistant(s),"Police are present but with no role, or only a minor role, in helping solve the crime",NA,"Poison, Suicide",The 13th rose delivered by a messenger,No,Qrime → same qrime,NA,"Revenge, Jealousy",NA,0,Male,Crime,Augustus S.F.X. Van Dusen,1907-07-21 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,Qrime_to_same_qrime
NA,1,"Every time Mr. Swayne seeks the assistance of Mr. Carroll, he is out. At least, that’s what his assistant Black says. But each time, after Mr. Swayne insists on meeting Mr. Carroll, he is still in his office. Does Mr. Swayne not get the hint? Or is there a mystery afoot?",NA,Testimonial clue,PVDS31,NA,"Before the investigation, During the investigation",Standard,NA,"The explanation of the problem of the vanishing man, as The Thinking Machine stated it, was ludicrously simple.",No,NA,NA,Testimonial evidence,NA,Independent amateur,Testimonial clue,No,SO,0,Theft,Yes,MAL,Yes,NA,NA,0,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",0,NA,JF,The Problem of the Vanishing Man,NA,The repurchase of US gold bonds,1,Acts alone,0,Male,Yes,Yes,Yes,A private client,Police are not present,NA,NA,Carroll's continued poverty despite working in a massive bank,No,No qrime → qrime,NA,"Greed, Pride",NA,1,NA,Quasi-crime,Augustus S.F.X. Van Dusen,1907-08-11 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,No_qrime_to_qrime
NA,4,"A young woman is threatened one night at gunpoint by a masked woman who wants to borrow her jewelry. When The Thinking Machine is called by that same woman, the group is launched into a new mystery involving the truth about her broken bracelet and a hidden treasure.",Independent amateur,Physical clue,PVDS32,Fabricated,"Before the investigation, During the investigation",Standard,NA,Let me demonstrate briefly just what I mean.,No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,Yes,SO,0,"Theft, Fraud, Assault, Breaking and entering",Yes,MAL,No,Hutchinson Hatch,NA,0,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",1,NA,JF,The Problem of the Broken Bracelet,NA,The cryptogram,0,Acts alone,1,Male,No,No,Yes,The assistant(s),Police are not present,NA,NA,The broken bracelet,No,Qrime → different qrime,NA,Greed,NA,0,Male,Crime,Augustus S.F.X. Van Dusen,1907-09-08 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,Qrime_to_different_qrime
The knife of the first mate,2,"On the transatlantic liner Uranus, Mr. Ingrahm is found dead! Who could have stabbed him in the back? First officer Tennel, acknowledges that the murder weapon is his, but denies committing the act. Are the captain’s sympathies for Tennel clouding his judgement on the murderer at hand?",NA,Physical clue,PVDS33,Fabricated,"Before the investigation, During the investigation",Standard,NA,"""All things depend upon the point of view, gentlemen,"" he continued after a time.",No,Physical clue,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Testimonial clue,No,SO,0,"Murder, Fraud",Yes,MAL,No,NA,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable)",1,NA,JF,Problem of the Interrupted Wireless,NA,The intercepted message that goes missing on the ship,0,Acts alone,0,Male,No,Yes,Yes,A private client,Police are not present,NA,Knife/sword,The first mate re-inserting the knife into the body,No,Qrime → same qrime,NA,Pride,NA,1,NA,Crime,Augustus S.F.X. Van Dusen,1907-11-03 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,Qrime_to_same_qrime
NA,3,"Under mysterious circumstances, a painting is stolen while a musician plays music in an art museum. It is up to the exhibit worker and his fiancée to determine the whereabouts of this painting, leading to a treasure hunt with a deep history!",Independent amateur,Physical clue,GPM01,NA,"Before the investigation, During the investigation",Other,NA,NA,NA,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,Yes,CC,0,"Theft, Fraud, Forgery",NA,AMB,NA,Katharine Hyde,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable)",0,NA,AF,The Great Portrait Mystery,NA,The letter found in the box,3,Acts together with one or more equal partners,0,Male,No,Yes,Yes,The detective(s) themselves,Police are not present,NA,NA,The stretcher missing from the painting,NA,Qrime → same qrime,NA,"Greed, Ideology",NA,1,Female,Crime,Joseph Fittleworth,1905-04-01 00:00:00+00:00,Book,The Great Portrait Mystery,Freeman,Austin,M,1905,Qrime_to_same_qrime
NA,3,"When a painter who took a loan can’t pay his loan shark back, tensions run high, and an accidental death turns into an opportunity for a new life!",Independent amateur,Physical clue,GPM03,Fabricated,"Before the investigation, During the investigation",Reverse,NA,"FROM various causes, the insurance business that passed through Thorndyke's hands had, of late, considerably increased.",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,Yes,CC,0,"Suspected murder, Theft, Fraud, Breaking and entering",NA,AMB,NA,Christopher Jervis,NA,0,Usable in real time (usable → usable),0,NA,AF,The Missing Mortgagee,NA,The bank papers taken by the culprit,1,Acts alone,0,Male,No,Yes,Yes,A private client,Police are not present,NA,Accident,The description of the finger on the body,NA,No qrime → qrime,NA,Pride,NA,1,Male,Quasi-crime,John Evelyn Thorndyke,1905-04-01 00:00:00+00:00,Book,The Great Portrait Mystery,Freeman,Austin,M,1905,No_qrime_to_qrime
NA,4,"A man fakes his death in an elaborate scheme, which includes gluing human bones together, applying meat to the bones, and dressing up the body as a human person. Will this go unnoticed as a simple case of arson, or perhaps, something more sinister? (TW: Racism)",Independent amateur,Physical clue,GPM05,Fabricated,Before the investigation,Reverse,NA,"IT was one of the axioms of medico-legal practice laid down by my colleague, John Thorndyke, that the investigator should be constantly on his guard against the effect of suggestion.",NA,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,Yes,CC,0,"Suspected murder, Fraud, Mischief",NA,AMB,NA,Christopher Jervis,NA,0,Usable in real time (usable → usable),0,NA,AF,Percival Bland's Proxy,NA,The bones being from a female and the muscle groups being anatomically incorrect,1,Acts alone,0,Male,No,Yes,Yes,A private client,Police are not present,NA,NA,The insurance claim on the deceased,NA,NA,NA,Greed,NA,0,Male,Crime,John Evelyn Thorndyke,1905-04-01 00:00:00+00:00,Book,The Great Portrait Mystery,Freeman,Austin,M,1905,NA
NA,3,"Matthew Kale, axle grease millionaire and wannabe art patron, invites Jules de Lesseps, a French artist, to copy a Whistler watercolour in his collection. A week later, de Lesseps and Kale discovers that a priceless Rubens oil painting has been stolen right out of its frame.",Independent amateur,Physical clue,PVDS19,Fabricated,Before the investigation,Standard,NA,"""De Lesseps.""",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Testimonial clue,No,MS,0,"Theft, Fraud, Forgery",Yes,WW,Yes,Hutchinson Hatch,NA,0,"Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",0,NA,JF,The Problem of the Stolen Rubens,NA,The cuts on the returned Rubens that distinguishes it from the original.,1,Acts alone,0,Male,No,Yes,Yes,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",NA,NA,The painting is stolen in the exact way that De Lesseps speculates.,No,Qrime → same qrime,NA,Greed,NA,2,Male,Crime,Augustus Van Dusen,1907-02-17 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,Qrime_to_same_qrime
NA,3,"A polite stranger enters Carroll Garland's hotel room, robs him, knocks him unconscious, and leaves by the front door. This crime becomes even more mysterious when Garland discovers  that someone has been cutting slits into his overcoats.",Independent amateur,Physical clue,PVDS20,NA,"Before the investigation, During the investigation",Standard,NA,"""It is obvious to the dullest intelligence,""",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,No,MS,0,"Theft, Assault, Mischief, Breaking and entering",No,WW,No,Hutchinson Hatch,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",0,NA,JF,The Three Overcoats,NA,"The culprit slits the overcoat, indicating that he's searching for something concealed therein.",1,Acts mostly alone with some assistance,0,Male,No,Yes,Yes,Unclear/not specified,"Police are present but with no role, or only a minor role, in helping solve the crime",NA,NA,"The man returns the money after he stole it, indicating that the robbery was to cover up for something else.",No,Qrime → different qrime,NA,"Love, Pride",NA,1,Male,Crime,Augustus Van Dusen,1907-03-03 00:00:00+00:00,Journal,Associated Sunday Magazine,Futrelle,Jacques,M,1907,Qrime_to_different_qrime
